Priority,State,County,Action,Phone,Email,Website,Instructions,Status,Notes,Date Completed
LOW,TX,Wilson,EMAIL_FOIA,(830) 393-7310,cmutz@wilsoncountytx.gov,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Wilson,"Send FOIA email requesting current excess proceeds/surplus funds list for Wilson, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Winkler,EMAIL_FOIA,(432) 586-6604,msoltero@co.winkler.tx.us,https://www.txdirectory.com/online/county/detail.php?id=248,"Send FOIA email requesting current excess proceeds/surplus funds list for Winkler, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Wise,EMAIL_FOIA,(940) 627-3540,treasurer@co.wise.tx.us,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Wise,"Send FOIA email requesting current excess proceeds/surplus funds list for Wise, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Wood,EMAIL_FOIA,(903) 763-4186,dcarter@mywoodcounty.com,https://www.mywoodcounty.com/page/countytreas,"Send FOIA email requesting current excess proceeds/surplus funds list for Wood, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Yoakum,EMAIL_FOIA,(806) 456-7491,dwelch@yoakumcounty.org,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Yoakum,"Send FOIA email requesting current excess proceeds/surplus funds list for Yoakum, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Young,EMAIL_FOIA,(940) 549-2633,k.milam@youngcounty.org,https://www.co.young.tx.us/page/young.County.Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Young, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Zapata,EMAIL_FOIA,(956) 765-9925,romeosalinas@zapatacountytx.org,https://apps.dentoncounty.gov/website/trs/DirectoryDetail.asp?county=Zapata,"Send FOIA email requesting current excess proceeds/surplus funds list for Zapata, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,TX,Zavala,EMAIL_FOIA,(830) 374-2442,treasurer@zavalacounty.gov,https://www.co.zavala.tx.us/page/County%20Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Zavala, Texas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,UT,Beaver County,PHONE_REQUEST,(435) 438-6400,,https://www.beaver.utah.gov/117/Assessor,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
HIGH,UT,Box Elder County,EMAIL_FOIA,(435) 734-3389,betreasurer@boxeldercounty.org,https://www.boxeldercountyut.gov/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Box Elder County, Utah. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,UT,Cache County,EMAIL_FOIA,(435) 755-1590,assessment@cachecounty.gov,https://www.cachecounty.gov/assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Cache County, Utah. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,UT,Carbon County,EMAIL_FOIA,(435) 636-3248,assessor@carbon.utah.gov,https://www.carbon.utah.gov/department/assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Carbon County, Utah. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,UT,Daggett County,EMAIL_FOIA,(435) 784-3222,propertytax@utah.gov,https://www.daggettcounty.gov/15/AssessorDMV,"Send FOIA email requesting current excess proceeds/surplus funds list for Daggett County, Utah. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,UT,Davis County,EMAIL_FOIA,(801) 451-3250,gosborne@utah.gov,https://www.daviscountyutah.gov/assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Davis County, Utah. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,UT,Duchesne County,PHONE_REQUEST,(435) 738-1111,,https://duchesne.utah.gov/gov/elected-officials/assessor/contact-assessor,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
MEDIUM,UT,Emery County,EMAIL_FOIA,(435) 381-3540,assessor@emery.utah.gov,https://emery.utah.gov/home/offices/assessor/assessor-contact,"Send FOIA email requesting current excess proceeds/surplus funds list for Emery County, Utah. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,UT,Garfield County,EMAIL_FOIA,(435) 676-1108,kade.fullmer@garfield.utah.gov,https://www.garfield.utah.gov/Departments/Assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Garfield County, Utah. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,UT,Grand County,PHONE_REQUEST,(435) 259-1329,,https://www.grandcountyutah.net/130/Assessor,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
MEDIUM,UT,Iron County,EMAIL_FOIA,(435) 477-8310,gosborne@utah.gov,https://ironcountyut.gov/contact-us,"Send FOIA email requesting current excess proceeds/surplus funds list for Iron County, Utah. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,UT,Juab County,PHONE_REQUEST,(435) 623-3420,,https://juabcounty.gov/departments/assessor,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
MEDIUM,UT,Kane County,PHONE_REQUEST,(435) 644-4926,,https://www.kane.utah.gov/158/Assessor,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
MEDIUM,UT,Millard County,PHONE_REQUEST,(435) 743-5719,,https://millardcounty.gov/county-services/staff-directory,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
MEDIUM,UT,Morgan County,EMAIL_FOIA,(801) 845-4000,jwalker@morgancountyutah.gov,https://www.morgancountyutah.gov/assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Morgan County, Utah. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,UT,Piute County,EMAIL_FOIA,(435) 577-2505,propertytax@utah.gov,https://tax.utah.gov/property-tax-contact,"Send FOIA email requesting current excess proceeds/surplus funds list for Piute County, Utah. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,UT,Rich County,EMAIL_FOIA,(435) 793-5215,kwilson@richcounty.gov,https://www.richcounty.gov/assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Rich County, Utah. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,UT,Salt Lake County,EMAIL_FOIA,(385) 468-8000,gosborne@utah.gov,https://www.saltlakecounty.gov/assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Salt Lake County, Utah. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,UT,San Juan County,EMAIL_FOIA,(435) 587-3221,mshupe@sanjuancounty.org,https://sanjuancountyut.gov/treasurer/page/property-tax,"Send FOIA email requesting current excess proceeds/surplus funds list for San Juan County, Utah. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,UT,Sanpete County,EMAIL_FOIA,(435) 835-2101,gosborne@utah.gov,https://www.sanpetecountyutah.gov/assessor.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Sanpete County, Utah. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,UT,Sevier County,PHONE_REQUEST,(435) 893-0433,,https://www.sevier.utah.gov/search/what_are_you_looking_for_/assessor.php,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,UT,Summit County,EMAIL_FOIA,(435) 336-3220,treasurer@summitcountyutah.gov,https://www.summitcountyutah.gov/Directory.aspx?did=9,"Send FOIA email requesting current excess proceeds/surplus funds list for Summit County, Utah. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,UT,Tooele County,EMAIL_FOIA,(435) 843-3103,joy.peters@tooeleco.gov,https://tooeleco.gov/departments/elected_officials/assessor/index.php,"Send FOIA email requesting current excess proceeds/surplus funds list for Tooele County, Utah. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,UT,Uintah County,EMAIL_FOIA,(435) 781-0770,dbrooks@uintah.utah.gov,https://www.uintah.gov/departments/a_-_e_departments/assessor/index.php,"Send FOIA email requesting current excess proceeds/surplus funds list for Uintah County, Utah. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,UT,Utah County,EMAIL_FOIA,(801) 851-8295,assessor@utahcounty.gov,https://assessor.utahcounty.gov/contact,"Send FOIA email requesting current excess proceeds/surplus funds list for Utah County, Utah. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,UT,Wasatch County,EMAIL_FOIA,(435) 657-3221,assessor@wasatch.utah.gov,https://www.wasatchcounty.gov/assessors-office,"Send FOIA email requesting current excess proceeds/surplus funds list for Wasatch County, Utah. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,UT,Washington County,PHONE_REQUEST,(435) 301-7020,,https://www.washco.utah.gov/departments/assessor,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,UT,Wayne County,EMAIL_FOIA,(435) 836-1305,sharon@wayne.utah.gov,https://waynecountyutah.org,"Send FOIA email requesting current excess proceeds/surplus funds list for Wayne County, Utah. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,UT,Weber County,EMAIL_FOIA,(801) 399-8572,jpreisler@webercountyutah.gov,https://www.webercountyutah.gov/Assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Weber County, Utah. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,VA,Accomack,EMAIL_FOIA,(757) 787-5738,jlilliston@co.accomack.va.us,https://www.co.accomack.va.us/about-us/contact-us,"Send FOIA email requesting current excess proceeds/surplus funds list for Accomack, Virginia. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,VA,Albemarle,EMAIL_FOIA,(434) 296-5851,payments@albemarle.org,https://www.albemarlecountytaxes.org,"Send FOIA email requesting current excess proceeds/surplus funds list for Albemarle, Virginia. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,VA,Alexandria,EMAIL_FOIA,(703) 746-4800,collections@alexandriava.gov,https://alexandriava.gov/finance/contact-the-finance-department,"Send FOIA email requesting current excess proceeds/surplus funds list for Alexandria, Virginia. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,VA,Alleghany,PHONE_REQUEST,(540) 863-6630,,https://www.co.alleghany.va.us/treasurer,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
HIGH,VA,Amelia,EMAIL_FOIA,(804) 561-2145,stephanie.coleman@ameliacova.com,https://www.findcityoffice.com/offices/treasurer-tax-collector-office/VA/amelia-county/439991,"Send FOIA email requesting current excess proceeds/surplus funds list for Amelia, Virginia. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,VA,Amherst,EMAIL_FOIA,(434) 946-9318,jacarden@countyofamherst.com,https://www.countyofamherst.com/egov/apps/staff/directory.egov?view=detail;id=48,"Send FOIA email requesting current excess proceeds/surplus funds list for Amherst, Virginia. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,VA,Appomattox,EMAIL_FOIA,(434) 352-5200,vphelps@appomattoxcountyva.gov,https://www.appomattoxcountyva.gov/228/Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Appomattox, Virginia. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,VA,Arlington,EMAIL_FOIA,(703) 228-3255,treasurer@arlingtonva.us,https://www.arlingtonva.us/Government/Departments/Treasurers-Office,"Send FOIA email requesting current excess proceeds/surplus funds list for Arlington, Virginia. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,VA,Augusta,EMAIL_FOIA,(540) 245-5660,treasurer@co.augusta.va.us,https://www.co.augusta.va.us/government/departments-and-offices/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Augusta, Virginia. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,VA,Bath,EMAIL_FOIA,(540) 839-7257,Bathtreasurer.pwebb@bathcountyva.gov,https://www.bathcountyva.gov/government/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Bath, Virginia. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,VA,Bedford,EMAIL_FOIA,(540) 586-7670,taxinquiry@bedfordcountyva.gov,https://www.bedfordcountyva.gov/government/departments-offices-o-z/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Bedford, Virginia. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,VA,Bland,PHONE_REQUEST,(276) 688-3741,,https://www.blandcountyva.gov/departments/treasurer,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
MEDIUM,VA,Botetourt,EMAIL_FOIA,(540) 928-2030,treasurer@botetourtva.gov,https://www.botetourtva.gov/367/Treasurers-Office,"Send FOIA email requesting current excess proceeds/surplus funds list for Botetourt, Virginia. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,VA,Bristol,PHONE_REQUEST,(276) 645-7311,,https://www.bristolva.gov/Directory.aspx?did=41,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
MEDIUM,VA,Brunswick,EMAIL_FOIA,(434) 848-2512,bctreas@brunswickco.com,https://virginiacountyoffices.com/brunswick/treasurer-tax-collector-offices,"Send FOIA email requesting current excess proceeds/surplus funds list for Brunswick, Virginia. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,VA,Buchanan,EMAIL_FOIA,(276) 935-6551,keith.boyd@buchanancounty-va.gov,https://buchanancountyvirginia.gov/office-of-treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Buchanan, Virginia. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,VA,Buckingham,EMAIL_FOIA,(434) 969-4744,cchristian@buckinghamcounty.virginia.gov,https://www.buckinghamcountyva.org/departments/treasurer/index.php,"Send FOIA email requesting current excess proceeds/surplus funds list for Buckingham, Virginia. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,VA,Buena Vista,EMAIL_FOIA,(540) 261-8620,commissioner@bvcity.org,https://buenavistacounty.iowa.gov/elected-officials/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Buena Vista, Virginia. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,VA,Campbell,EMAIL_FOIA,(434) 332-9590,treasurer@campbellcountyva.gov,https://www.co.campbell.va.us/Directory.aspx?did=38,"Send FOIA email requesting current excess proceeds/surplus funds list for Campbell, Virginia. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,VA,Caroline,EMAIL_FOIA,(804) 633-5291,payments@co.caroline.va.us,https://co.caroline.va.us/280/Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Caroline, Virginia. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
